,Graduado,Calificacion_Promedio,Tareas_Puntuales,Tareas_No_Entregadas,Tareas_Retrasadas,Total_Tareas,Dias_Conectado,Minutos_Promedio,Minutos_Total,clase,Año,Mes,CICLO,Org
521,Si,87.57636363636364,11.0,0.0,0.0,11.0,71.0,139.2550704225352,9887.11,Evaluación del Aprendizaje,2019,1,2.125,EDU
522,No,0.0,0.0,9.0,0.0,9.0,1.0,0.0,0.0,Comunicación en Medios Digitales,2019,1,2.125,AN
523,Si,84.54545454545455,10.0,1.0,0.0,11.0,151.0,295.3460264900661,44597.24999999999,Evaluación del Aprendizaje,2019,1,2.125,EDU
524,Si,87.57545454545453,10.0,1.0,0.0,11.0,79.0,170.2646835443038,13450.91,Evaluación del Aprendizaje,2019,1,2.125,EDU
525,No,80.0,4.0,1.0,0.0,5.0,63.0,211.36111111111114,13315.750000000002,Planeación Estratégica del Capital Humano,2018,8,2.0,RH
526,No,26.5,2.0,3.0,0.0,5.0,5.0,84.574,422.87,Decisión y Análisis de Inversión,2018,8,2.0,FZ
527,Si,86.8,5.0,0.0,0.0,5.0,76.0,212.35197368421055,16138.750000000002,Decisión y Análisis de Inversión,2018,8,2.0,FZ
528,No,49.2,3.0,2.0,0.0,5.0,8.0,285.0075,2280.06,Decisión y Análisis de Inversión,2018,8,2.0,FZ
529,Si,79.375,12.0,0.0,0.0,12.0,80.0,278.3892500000003,22271.140000000014,Dificultades de aprendizaje en los procesos psicológicos,2019,1,2.125,EDU
530,Si,94.54545454545456,11.0,0.0,0.0,11.0,116.0,263.59948275862064,30577.54,Marketing Analytics,2018,8,2.0,TI
531,Si,89.834,5.0,0.0,0.0,5.0,54.0,300.8418518518518,16245.46,Planeación Estratégica del Capital Humano,2018,8,2.0,RH
532,No,93.04222222222221,18.0,0.0,0.0,18.0,66.0,339.9510606060605,22436.77,Process Optimization,2019,3,2.375,TI
533,Si,97.0,10.0,0.0,0.0,10.0,57.0,128.38912280701754,7318.1799999999985,Coaching,2018,8,2.0,AN
534,Si,95.38799999999999,5.0,0.0,0.0,5.0,87.0,87.88804597701146,7646.2599999999975,Planeación Estratégica del Capital Humano,2018,8,2.0,RH
535,Si,79.55909090909091,10.0,0.0,1.0,11.0,79.0,193.6025316455696,15294.6,Mercadotecnia Estratégica,2018,8,2.0,AN
536,Si,97.77777777777777,9.0,0.0,0.0,9.0,50.0,128.253,6412.6500000000015,Gestión de Centros Educativos,2018,8,2.0,EDU
537,Si,91.85111111111112,9.0,0.0,0.0,9.0,75.0,196.16440000000003,14712.330000000002,Contabilidad Financiera y Presupuestos,2019,1,2.125,EDU
538,Si,96.29666666666668,9.0,0.0,0.0,9.0,90.0,286.8928888888888,25820.35999999999,Calidad,2019,1,2.125,AN
539,Si,98.88888888888887,9.0,0.0,0.0,9.0,89.0,314.26078651685384,27969.209999999995,Calidad,2019,1,2.125,AN
540,Si,87.22222222222223,9.0,0.0,0.0,9.0,36.0,124.65222222222224,4487.480000000001,Creativity Workshop: pensamiento lateral aplicado,2019,1,2.125,RH
541,No,56.666000000000004,7.0,2.0,1.0,10.0,25.0,374.3544,9358.86,Estrategias de intervención para procesos psicológicos,2019,1,2.125,EDU
542,Si,90.2775,12.0,0.0,0.0,12.0,87.0,212.06195402298846,18449.39,Dificultades de aprendizaje en los procesos psicológicos,2019,1,2.125,EDU
543,Si,88.33333333333331,12.0,0.0,0.0,12.0,61.0,559.3573770491802,34120.79999999999,Dificultades de aprendizaje en los procesos psicológicos,2019,1,2.125,EDU
544,Si,74.25888888888889,9.0,0.0,0.0,9.0,109.0,270.63036697247713,29498.710000000006,Comunicación en Medios Digitales,2019,1,2.125,AN
545,Si,80.18444444444444,9.0,0.0,0.0,9.0,91.0,97.95890109890114,8914.260000000004,Contabilidad Financiera y Presupuestos,2019,1,2.125,AN
546,No,65.37,5.0,2.0,2.0,9.0,34.0,355.1585294117646,12075.389999999998,Análisis Económico y Modelos de Decisión,2019,1,2.125,AN
547,No,95.0,10.0,0.0,0.0,10.0,34.0,259.48911764705883,8822.63,Liderazgo y Motivación,2019,2,2.25,AN
548,Si,81.5625,14.0,2.0,0.0,16.0,98.0,182.15448979591838,17851.140000000007,Big data y Business Analyitics,2019,1,2.125,TI
549,No,78.125,14.0,2.0,0.0,16.0,33.0,381.87393939393934,12601.839999999998,Big data y Business Analyitics,2019,1,2.125,TI
550,Si,74.24272727272728,10.0,1.0,0.0,11.0,47.0,486.7644680851063,22877.93,Evaluación del Aprendizaje,2019,1,2.125,EDU
551,No,44.07444444444446,5.0,4.0,0.0,9.0,26.0,400.14076923076914,10403.659999999998,Comunicación en Medios Digitales,2019,1,2.125,AN
552,Si,83.8888888888889,9.0,0.0,0.0,9.0,83.0,213.14939759036153,17691.400000000005,Comunicación en Medios Digitales,2019,1,2.125,MER
553,Si,86.66666666666669,9.0,0.0,0.0,9.0,77.0,247.7283116883117,19075.08,Contabilidad Financiera y Presupuestos,2019,1,2.125,AN
554,No,81.48222222222222,9.0,0.0,0.0,9.0,62.0,239.0906451612903,14823.619999999995,Comunicación en Medios Digitales,2019,1,2.125,MER
555,No,18.88888888888889,2.0,7.0,0.0,9.0,6.0,176.43166666666664,1058.59,Contabilidad Financiera y Presupuestos,2019,1,2.125,AN
556,Si,85.74,9.0,0.0,0.0,9.0,69.0,144.73637681159425,9986.81,Comunicación en Medios Digitales,2019,1,2.125,MER
557,Si,90.37111111111109,9.0,0.0,0.0,9.0,132.0,323.10825757575776,42650.29000000002,Creativity Workshop: pensamiento lateral aplicado,2019,1,2.125,EDU
558,Si,100.0,9.0,0.0,0.0,9.0,91.0,118.06395604395605,10743.82,Calidad,2019,1,2.125,AN
559,Si,89.63,8.0,0.0,1.0,9.0,97.0,214.73041237113392,20828.84999999999,Comunicación en Medios Digitales,2019,1,2.125,MER
560,Si,86.66666666666669,9.0,0.0,0.0,9.0,155.0,360.3328387096775,55851.59000000001,Comunicación en Medios Digitales,2019,1,2.125,MER
561,No,64.667,9.0,1.0,0.0,10.0,33.0,234.04090909090908,7723.3499999999985,Visión Comercial,2019,8,3.0,AN
562,No,0.0,0.0,9.0,0.0,9.0,19.0,353.5610526315789,6717.66,Comunicación en Medios Digitales,2019,1,2.125,MER
563,Si,94.64285714285714,14.0,0.0,0.0,14.0,48.0,421.32041666666674,20223.38,Big data y Business Analyitics,2019,1,2.125,TI
564,No,0.0,0.0,9.0,0.0,9.0,1.0,34.15,34.15,Contabilidad Financiera y Presupuestos,2019,1,2.125,AN
565,No,10.0,1.0,8.0,0.0,9.0,3.0,173.32666666666665,519.9799999999998,Comunicación en Medios Digitales,2019,1,2.125,AN
566,No,71.54599999999998,4.0,1.0,0.0,5.0,28.0,115.75535714285714,3241.15,Gestión del Cambio,2019,1,2.125,RH
567,Si,79.0625,14.0,2.0,0.0,16.0,95.0,148.62463157894734,14119.339999999998,Big data y Business Analyitics,2019,1,2.125,TI
568,Si,92.22222222222223,9.0,0.0,0.0,9.0,75.0,292.1186666666667,21908.9,Análisis Económico y Modelos de Decisión,2019,1,2.125,AN
569,No,64.44444444444444,3.0,2.0,4.0,9.0,18.0,260.78333333333336,4694.1,Calidad,2019,1,2.125,AN
570,Si,75.92555555555556,9.0,0.0,0.0,9.0,57.0,144.04350877192982,8210.48,Análisis Económico y Modelos de Decisión,2019,1,2.125,AN
571,Si,95.0,14.0,0.0,0.0,14.0,39.0,762.105641025641,29722.12,Big data y Business Analyitics,2019,1,2.125,TI
572,No,0.0,0.0,10.0,0.0,10.0,5.0,41.472,207.36,Orientación al Logro,2019,1,2.125,AN
573,Si,88.92857142857143,14.0,0.0,0.0,14.0,82.0,251.8709756097561,20653.42,Big data y Business Analyitics,2019,1,2.125,TI
574,Si,92.85714285714286,14.0,0.0,0.0,14.0,36.0,324.30777777777774,11675.079999999998,Big data y Business Analyitics,2019,1,2.125,TI
575,No,0.0,0.0,9.0,0.0,9.0,3.0,159.33333333333334,478.00000000000006,Calidad,2019,1,2.125,AN
576,No,74.375,14.0,2.0,0.0,16.0,40.0,315.83650000000006,12633.460000000005,Big data y Business Analyitics,2019,1,2.125,TI
577,Si,88.546,5.0,0.0,0.0,5.0,99.0,173.15171717171714,17142.02,Gestión del Cambio,2019,1,2.125,RH
578,No,14.814444444444444,2.0,7.0,0.0,9.0,10.0,306.8590000000001,3068.59,Comunicación en Medios Digitales,2019,1,2.125,MER
579,No,68.33333333333333,9.0,0.0,0.0,9.0,20.0,216.011,4320.219999999998,Comunicación en Medios Digitales,2019,1,2.125,MER
580,No,77.0,5.0,0.0,0.0,5.0,25.0,305.7384,7643.459999999997,Decisión de Financiamiento y Pago de Dividendos,2019,1,2.125,FZ
581,No,72.03777777777778,9.0,0.0,0.0,9.0,25.0,231.7056,5792.6399999999985,Comunicación en Medios Digitales,2019,1,2.125,MER
582,Si,81.81818181818181,10.0,1.0,0.0,11.0,71.0,215.36887323943657,15291.189999999995,Evaluación del Aprendizaje,2019,1,2.125,EDU
583,Si,71.42857142857143,11.0,3.0,0.0,14.0,88.0,213.16693181818192,18758.690000000006,Big data y Business Analyitics,2019,1,2.125,TI
584,Si,89.07444444444445,9.0,0.0,0.0,9.0,71.0,275.30281690140856,19546.500000000007,Comunicación en Medios Digitales,2019,1,2.125,MER
585,Si,87.22222222222223,9.0,0.0,0.0,9.0,30.0,357.0613333333334,10711.840000000002,Comunicación en Medios Digitales,2019,1,2.125,MER
586,No,87.77777777777777,8.0,1.0,0.0,9.0,88.0,166.37715909090912,14641.190000000002,Análisis Económico y Modelos de Decisión,2019,1,2.125,AN
587,No,64.54454545454546,10.0,1.0,0.0,11.0,89.0,302.02707865168526,26880.40999999999,Evaluación del Aprendizaje,2019,1,2.125,EDU
588,Si,87.333,7.0,0.0,3.0,10.0,86.0,230.3520930232558,19810.28,Liderazgo y Motivación,2019,2,2.25,AN
589,No,53.4375,3.0,6.0,7.0,16.0,43.0,316.0723255813954,13591.11,Big data y Business Analyitics,2019,1,2.125,TI
590,No,88.4725,12.0,0.0,0.0,12.0,32.0,185.388125,5932.419999999999,Dificultades de aprendizaje en los procesos psicológicos,2019,1,2.125,EDU
591,No,6.666666666666668,1.0,8.0,0.0,9.0,5.0,556.6919999999999,2783.46,Comunicación en Medios Digitales,2019,1,2.125,MER
592,Si,92.0,5.0,0.0,0.0,5.0,87.0,234.63804597701161,20413.51000000001,Decisión de Financiamiento y Pago de Dividendos,2019,1,2.125,FZ
593,Si,91.11111111111113,9.0,0.0,0.0,9.0,92.0,164.595652173913,15142.799999999996,Calidad,2019,1,2.125,AN
594,Si,89.44444444444444,9.0,0.0,0.0,9.0,84.0,190.065,15965.459999999995,Comunicación en Medios Digitales,2019,1,2.125,AN
595,Si,72.888,4.0,1.0,0.0,5.0,38.0,218.55552631578945,8305.11,Gestión del Cambio,2019,1,2.125,RH
596,No,80.74111111111111,6.0,1.0,2.0,9.0,34.0,279.120294117647,9490.089999999998,Cultura Financiera,2019,1,2.125,FZ
597,No,87.32142857142857,14.0,0.0,0.0,14.0,38.0,592.1639473684213,22502.23000000001,Big data y Business Analyitics,2019,1,2.125,TI
598,No,40.0,2.0,3.0,0.0,5.0,31.0,149.89096774193553,4646.620000000002,Gestión del Cambio,2019,1,2.125,RH
599,No,0.0,0.0,11.0,0.0,11.0,6.0,286.71,1720.26,Evaluación del Aprendizaje,2019,1,2.125,EDU
600,Si,91.63600000000001,5.0,0.0,0.0,5.0,81.0,163.79802469135802,13267.64,Gestión del Cambio,2019,1,2.125,RH
601,No,81.48111111111109,8.0,1.0,0.0,9.0,49.0,147.34204081632652,7219.760000000001,Contabilidad Financiera y Presupuestos,2019,1,2.125,AN
602,No,17.0,1.0,4.0,0.0,5.0,14.0,275.34714285714284,3854.86,Decisión de Financiamiento y Pago de Dividendos,2019,1,2.125,FZ
603,Si,98.14777777777779,9.0,0.0,0.0,9.0,39.0,311.4105128205128,12145.010000000002,Contabilidad Financiera y Presupuestos,2019,1,2.125,EDU
604,Si,95.18555555555555,9.0,0.0,0.0,9.0,46.0,67.73413043478261,3115.7700000000004,Calidad,2019,1,2.125,AN
605,No,84.44444444444444,8.0,1.0,0.0,9.0,76.0,419.5993421052632,31889.550000000007,Creativity Workshop: pensamiento lateral aplicado,2019,1,2.125,AN
606,Si,93.0,5.0,0.0,0.0,5.0,64.0,134.81703125000004,8628.290000000003,Decisión de Financiamiento y Pago de Dividendos,2019,1,2.125,FZ
607,Si,97.0,5.0,0.0,0.0,5.0,72.0,156.38888888888883,11259.999999999995,Decisión de Financiamiento y Pago de Dividendos,2019,1,2.125,FZ
608,No,6.666666666666668,1.0,8.0,0.0,9.0,5.0,149.434,747.17,Sistemas de Información de Mercadotecnia,2019,3,2.375,MER
609,Si,78.48454545454545,10.0,1.0,0.0,11.0,82.0,267.5992682926829,21943.14,Evaluación del Aprendizaje,2019,1,2.125,EDU
610,No,33.75,6.0,10.0,0.0,16.0,12.0,219.875,2638.5,Big data y Business Analyitics,2019,1,2.125,TI
611,Si,78.8,5.0,0.0,5.0,10.0,80.0,209.281125,16742.489999999998,Estrategias de intervención para procesos psicológicos,2019,1,2.125,EDU
612,Si,56.29666666666667,7.0,2.0,0.0,9.0,84.0,141.17690476190478,11858.86,Comunicación en Medios Digitales,2019,1,2.125,MER
613,Si,85.0,8.0,0.0,2.0,10.0,63.0,245.99603174603178,15497.750000000002,Orientación al Logro,2019,1,2.125,AN
614,No,30.533,3.0,6.0,1.0,10.0,12.0,513.7708333333334,6165.25,Estrategias de intervención para procesos psicológicos,2019,1,2.125,EDU
615,Si,95.92555555555555,9.0,0.0,0.0,9.0,50.0,62.8126,3140.63,Creativity Workshop: pensamiento lateral aplicado,2019,1,2.125,AN
616,Si,87.53299999999999,10.0,0.0,0.0,10.0,100.0,376.50890000000015,37650.890000000014,Estrategias de intervención para procesos psicológicos,2019,1,2.125,EDU
617,No,74.44555555555556,9.0,0.0,0.0,9.0,32.0,84.60156250000001,2707.2500000000005,Comunicación en Medios Digitales,2019,1,2.125,MER
618,No,26.666,4.0,6.0,0.0,10.0,16.0,233.046875,3728.75,La Tecnología en la Educación,2019,2,2.25,EDU
619,No,92.22222222222223,9.0,0.0,0.0,9.0,43.0,448.4372093023256,19282.800000000007,Análisis Económico y Modelos de Decisión,2019,1,2.125,AN
620,No,98.14777777777779,9.0,0.0,0.0,9.0,13.0,143.9323076923077,1871.12,Creativity Workshop: pensamiento lateral aplicado,2019,1,2.125,EDU
621,Si,87.22222222222223,9.0,0.0,0.0,9.0,31.0,272.2512903225807,8439.79,Comunicación en Medios Digitales,2019,1,2.125,AN
622,Si,71.21181818181819,9.0,2.0,0.0,11.0,29.0,213.86862068965516,6202.189999999999,Evaluación del Aprendizaje,2019,1,2.125,EDU
623,Si,78.14888888888889,8.0,1.0,0.0,9.0,58.0,99.62931034482756,5778.499999999999,Creativity Workshop: pensamiento lateral aplicado,2019,1,2.125,AN
624,Si,88.8888888888889,9.0,0.0,0.0,9.0,44.0,43.22681818181819,1901.98,Comunicación en Medios Digitales,2019,1,2.125,MER
625,No,41.8190909090909,6.0,5.0,0.0,11.0,12.0,350.3633333333333,4204.359999999999,Evaluación del Aprendizaje,2019,1,2.125,EDU
626,Si,88.51888888888891,9.0,0.0,0.0,9.0,104.0,347.1254807692308,36101.05,Comunicación en Medios Digitales,2019,1,2.125,MER
627,Si,87.333,10.0,0.0,0.0,10.0,49.0,235.33591836734684,11531.459999999995,Liderazgo y Motivación,2019,2,2.25,TI
628,Si,92.96333333333334,9.0,0.0,0.0,9.0,32.0,398.5421875000001,12753.350000000004,Contabilidad Financiera y Presupuestos,2019,1,2.125,AN
629,Si,82.5,14.0,2.0,0.0,16.0,29.0,419.19,12156.51,Big data y Business Analyitics,2019,1,2.125,TI
630,Si,92.333,10.0,0.0,0.0,10.0,60.0,275.1453333333333,16508.72,Liderazgo y Motivación,2019,2,2.25,AN
631,Si,58.33363636363637,11.0,0.0,0.0,11.0,80.0,195.15174999999996,15612.139999999996,Evaluación del Aprendizaje,2019,1,2.125,EDU
632,No,56.667,7.0,3.0,0.0,10.0,13.0,339.86615384615385,4418.26,Orientación al Logro,2019,1,2.125,AN
633,Si,76.21181818181819,10.0,1.0,0.0,11.0,74.0,103.36594594594595,7649.080000000001,Evaluación del Aprendizaje,2019,1,2.125,EDU
634,Si,83.75,14.0,2.0,0.0,16.0,104.0,330.3485576923077,34356.25,Big data y Business Analyitics,2019,1,2.125,TI
635,No,84.84818181818181,10.0,1.0,0.0,11.0,70.0,212.3602857142857,14865.22,Evaluación del Aprendizaje,2019,1,2.125,EDU
636,No,84.07444444444444,9.0,0.0,0.0,9.0,26.0,277.65615384615387,7219.06,Análisis Económico y Modelos de Decisión,2019,1,2.125,AN
637,Si,92.334,10.0,0.0,0.0,10.0,26.0,233.31153846153848,6066.1,Orientación al Logro,2019,1,2.125,AN
638,Si,94.44444444444444,9.0,0.0,0.0,9.0,43.0,328.40627906976744,14121.47,Comunicación en Medios Digitales,2019,1,2.125,AN
639,No,19.6875,3.0,12.0,1.0,16.0,10.0,204.007,2040.07,Big data y Business Analyitics,2019,1,2.125,TI
640,Si,75.625,13.0,3.0,0.0,16.0,94.0,125.15893617021277,11764.94,Big data y Business Analyitics,2019,1,2.125,TI
641,No,89.44444444444444,9.0,0.0,0.0,9.0,26.0,229.4892307692308,5966.72,Contabilidad Financiera y Presupuestos,2019,1,2.125,AN
642,No,15.0,1.0,4.0,0.0,5.0,9.0,203.33444444444442,1830.01,Decisión de Financiamiento y Pago de Dividendos,2019,1,2.125,FZ
643,No,75.74,9.0,0.0,0.0,9.0,29.0,422.4693103448275,12251.61,Comunicación en Medios Digitales,2019,1,2.125,MER
644,No,0.0,0.0,11.0,0.0,11.0,1.0,143.3,143.3,Evaluación del Aprendizaje,2019,1,2.125,EDU
645,No,79.44444444444444,9.0,0.0,0.0,9.0,26.0,212.65423076923076,5529.009999999998,Cultura Financiera,2019,1,2.125,FZ
646,No,82.96333333333334,9.0,0.0,0.0,9.0,69.0,195.69405797101447,13502.89,Análisis Económico y Modelos de Decisión,2019,1,2.125,AN
647,No,64.84818181818181,11.0,0.0,0.0,11.0,25.0,269.446,6736.149999999999,Evaluación del Aprendizaje,2019,1,2.125,EDU
648,No,36.29666666666667,4.0,5.0,0.0,9.0,10.0,95.71599999999998,957.16,Contabilidad Financiera y Presupuestos,2019,1,2.125,EDU
649,Si,90.45454545454544,11.0,0.0,0.0,11.0,37.0,470.8759459459457,17422.409999999996,Evaluación del Aprendizaje,2019,1,2.125,EDU
650,No,85.18555555555554,8.0,1.0,0.0,9.0,26.0,214.2426923076923,5570.31,Contabilidad Financiera y Presupuestos,2019,1,2.125,EDU
651,Si,83.03,10.0,1.0,0.0,11.0,77.0,230.0036363636364,17710.280000000002,Evaluación del Aprendizaje,2019,1,2.125,EDU
652,Si,97.77777777777777,9.0,0.0,0.0,9.0,38.0,330.31184210526317,12551.850000000002,Calidad,2019,1,2.125,AN
653,Si,94.44444444444444,7.0,0.0,2.0,9.0,104.0,226.5648076923076,23562.73999999999,Cultura Financiera,2019,1,2.125,FZ
654,Si,66.85111111111111,8.0,0.0,1.0,9.0,27.0,125.25888888888893,3381.990000000001,Cultura Financiera,2019,1,2.125,FZ
655,No,89.934,10.0,0.0,0.0,10.0,99.0,201.0144444444444,19900.42999999999,Estrategias de intervención para procesos psicológicos,2019,1,2.125,EDU
656,No,72.72818181818181,10.0,1.0,0.0,11.0,56.0,305.22910714285734,17092.83000000001,Evaluación del Aprendizaje,2019,1,2.125,EDU
657,Si,78.667,10.0,0.0,0.0,10.0,114.0,371.51587719298243,42352.80999999998,Estrategias de intervención para procesos psicológicos,2019,1,2.125,EDU
658,Si,85.1509090909091,10.0,1.0,0.0,11.0,123.0,284.6969918699188,35017.73000000002,Evaluación del Aprendizaje,2019,1,2.125,EDU
659,No,73.0,4.0,1.0,0.0,5.0,66.0,294.09863636363644,19410.510000000006,Decisión de Financiamiento y Pago de Dividendos,2019,1,2.125,FZ
660,Si,76.36363636363636,10.0,1.0,0.0,11.0,99.0,187.58363636363643,18570.780000000006,Evaluación del Aprendizaje,2019,1,2.125,EDU
661,Si,78.4375,14.0,2.0,0.0,16.0,34.0,420.4144117647059,14294.09,Big data y Business Analyitics,2019,1,2.125,TI
662,No,15.454545454545455,2.0,9.0,0.0,11.0,6.0,228.23833333333332,1369.43,Evaluación del Aprendizaje,2019,1,2.125,EDU
663,Si,79.63,9.0,0.0,0.0,9.0,42.0,192.28666666666672,8076.040000000003,Contabilidad Financiera y Presupuestos,2019,1,2.125,EDU
664,Si,95.74111111111112,9.0,0.0,0.0,9.0,113.0,185.61778761061944,20974.81,Contabilidad Financiera y Presupuestos,2019,1,2.125,AN
665,Si,94.44444444444444,9.0,0.0,0.0,9.0,41.0,501.03975609756094,20542.63,Análisis Económico y Modelos de Decisión,2019,1,2.125,AN
666,Si,87.5,5.0,0.0,0.0,5.0,60.0,232.2485,13934.909999999998,Decisión de Financiamiento y Pago de Dividendos,2019,1,2.125,FZ
667,No,88.154,10.0,0.0,0.0,10.0,43.0,57.761627906976734,2483.75,La Tecnología en la Educación,2019,2,2.25,EDU
668,Si,89.417,8.0,0.0,2.0,10.0,64.0,192.14984375,12297.59,Liderazgo y Motivación,2019,2,2.25,AN
669,No,0.0,0.0,9.0,0.0,9.0,3.0,507.42000000000013,1522.2600000000002,Contabilidad Financiera y Presupuestos,2019,1,2.125,AN
670,No,14.848181818181818,2.0,9.0,0.0,11.0,23.0,169.69347826086957,3902.95,Evaluación del Aprendizaje,2019,1,2.125,EDU
671,Si,98.0,5.0,0.0,0.0,5.0,34.0,527.0417647058823,17919.42,Gestión del Cambio,2019,1,2.125,RH
672,Si,90.667,10.0,0.0,0.0,10.0,47.0,145.55446808510638,6841.06,Liderazgo y Motivación,2019,2,2.25,EDU
673,Si,76.66727272727273,11.0,0.0,0.0,11.0,66.0,80.57757575757577,5318.120000000001,Evaluación del Aprendizaje,2019,1,2.125,EDU
674,Si,85.55555555555556,9.0,0.0,0.0,9.0,72.0,246.53444444444455,17750.480000000007,Comunicación en Medios Digitales,2019,1,2.125,AN
675,No,92.0,5.0,0.0,0.0,5.0,22.0,408.5627272727272,8988.38,Decisión de Financiamiento y Pago de Dividendos,2019,1,2.125,FZ
676,Si,91.83333333333331,15.0,0.0,0.0,15.0,28.0,212.43642857142865,5948.220000000001,Neuromarketing aplicado a experiencias digitales,2019,2,2.25,MER
677,Si,74.0625,13.0,3.0,0.0,16.0,71.0,257.6649295774648,18294.21,Big data y Business Analyitics,2019,1,2.125,TI
678,No,16.060909090909092,3.0,8.0,0.0,11.0,18.0,104.17666666666666,1875.18,Evaluación del Aprendizaje,2019,1,2.125,EDU
679,Si,88.33333333333331,12.0,0.0,0.0,12.0,102.0,280.7010784313725,28631.509999999984,Dificultades de aprendizaje en los procesos psicológicos,2019,1,2.125,EDU
680,Si,90.37,9.0,0.0,0.0,9.0,64.0,129.53234374999997,8290.069999999998,Creativity Workshop: pensamiento lateral aplicado,2019,1,2.125,AN
681,Si,77.9,10.0,0.0,0.0,10.0,52.0,178.6065384615385,9287.54,Proceso de enseñanza-aprendizaje,2019,2,2.25,EDU
682,Si,85.75727272727272,10.0,1.0,0.0,11.0,33.0,675.9675757575758,22306.93,Evaluación del Aprendizaje,2019,1,2.125,EDU
683,No,89.0,4.0,0.0,1.0,5.0,38.0,296.5476315789473,11268.81,Decisión de Financiamiento y Pago de Dividendos,2019,1,2.125,FZ
684,No,100.0,4.0,0.0,1.0,5.0,40.0,310.68775000000005,12427.510000000002,Fusiones y Adquisiciones,2019,2,2.25,FZ
685,Si,79.0625,14.0,2.0,0.0,16.0,64.0,366.19234375000013,23436.310000000005,Big data y Business Analyitics,2019,1,2.125,TI
686,Si,76.875,14.0,2.0,0.0,16.0,68.0,244.04308823529408,16594.929999999997,Big data y Business Analyitics,2019,1,2.125,TI
687,Si,92.333,10.0,0.0,0.0,10.0,63.0,196.6095238095238,12386.4,Liderazgo y Motivación,2019,2,2.25,EDU
688,Si,72.253,10.0,0.0,0.0,10.0,96.0,216.6121875,20794.77,Proceso de diagnóstico psicopedagógico,2019,2,2.25,EDU
689,Si,91.084,10.0,0.0,0.0,10.0,34.0,137.30323529411766,4668.31,Liderazgo y Motivación,2019,2,2.25,EDU
690,Si,91.0,10.0,0.0,0.0,10.0,48.0,209.0222916666667,10033.070000000003,Liderazgo y Motivación,2019,2,2.25,TI
691,Si,99.0,10.0,0.0,0.0,10.0,73.0,217.38520547945203,15869.12,Liderazgo y Motivación,2019,2,2.25,AN
692,Si,93.133,10.0,0.0,0.0,10.0,50.0,412.3248,20616.24,Proceso de enseñanza-aprendizaje,2019,2,2.25,EDU
693,Si,90.0,10.0,0.0,0.0,10.0,69.0,308.833768115942,21309.53,Liderazgo y Motivación,2019,2,2.25,TI
694,No,91.0,10.0,0.0,0.0,10.0,45.0,367.5351111111111,16539.079999999998,Liderazgo y Motivación,2019,2,2.25,AN
695,Si,95.667,10.0,0.0,0.0,10.0,43.0,192.78860465116284,8289.910000000002,Liderazgo y Motivación,2019,2,2.25,AN
696,Si,96.0,10.0,0.0,0.0,10.0,41.0,97.8748780487805,4012.87,Liderazgo y Motivación,2019,2,2.25,TI
697,No,98.0,5.0,0.0,0.0,5.0,93.0,190.73333333333335,17738.200000000004,Estructura de Remuneración,2019,2,2.25,RH
698,No,83.5,10.0,0.0,0.0,10.0,45.0,104.00022222222223,4680.010000000001,Liderazgo y Motivación,2019,2,2.25,AN
699,No,90.1,10.0,0.0,0.0,10.0,72.0,129.54527777777784,9327.260000000004,Proceso de enseñanza-aprendizaje,2019,2,2.25,EDU
700,No,10.0,2.0,10.0,2.0,14.0,8.0,369.2425,2953.94,Innovación en negocios,2019,2,2.25,AN
701,Si,89.334,5.0,0.0,0.0,5.0,38.0,293.2389473684211,11143.080000000005,Finanzas para no Financieros,2019,2,2.25,FZ
702,No,38.5,2.0,3.0,0.0,5.0,15.0,115.91733333333332,1738.76,Análisis de Estados Financieros,2019,2,2.25,FZ
703,No,93.417,10.0,0.0,0.0,10.0,21.0,203.18238095238098,4266.830000000001,Liderazgo y Motivación,2019,2,2.25,MER
704,Si,98.0,10.0,0.0,0.0,10.0,77.0,244.48337662337659,18825.219999999994,Liderazgo y Motivación,2019,2,2.25,EDU
705,Si,70.58823529411767,22.0,10.0,2.0,34.0,77.0,268.3770129870131,20665.030000000006,Simulación Estratégica de Proyectos y Negocios,2019,2,2.25,AN
706,Si,91.167,10.0,0.0,0.0,10.0,29.0,160.64655172413794,4658.75,Liderazgo y Motivación,2019,2,2.25,AN
707,Si,89.667,10.0,0.0,0.0,10.0,67.0,116.82134328358214,7827.0300000000025,Liderazgo y Motivación,2019,2,2.25,TI
708,No,93.333,10.0,0.0,0.0,10.0,25.0,330.0644000000001,8251.61,Liderazgo y Motivación,2019,2,2.25,AN
709,No,86.04733333333333,15.0,0.0,0.0,15.0,23.0,563.0604347826087,12950.39,Neuromarketing aplicado a experiencias digitales,2019,2,2.25,MER
710,No,8.0,1.0,9.0,0.0,10.0,3.0,146.98666666666668,440.96,La Tecnología en la Educación,2019,2,2.25,EDU
711,No,36.101333333333336,8.0,6.0,1.0,15.0,21.0,228.70285714285717,4802.76,Neuromarketing aplicado a experiencias digitales,2019,2,2.25,MER
712,Si,89.667,10.0,0.0,0.0,10.0,93.0,253.4409677419355,23570.01,Liderazgo y Motivación,2019,2,2.25,AN
713,Si,93.834,10.0,0.0,0.0,10.0,53.0,335.2107547169811,17766.17,Liderazgo y Motivación,2019,2,2.25,AN
714,Si,87.167,10.0,0.0,0.0,10.0,67.0,113.3768656716418,7596.250000000001,Liderazgo y Motivación,2019,2,2.25,AN
